# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Aug 30 13:25:08 2024
#
# User preference: *
#
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
#
loc_rowid,kepoi_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_srad,koi_srad_err1,koi_srad_err2
3455,K00647.01,CONFIRMED,5.169497290,1.0170000e-05,-1.0170000e-05,2.06,3.100e-01,-4.300e-01,1.4090,0.2140,-0.2940
3456,K00648.01,CANDIDATE,10.474903320,6.5330000e-05,-6.5330000e-05,15.45,2.050e+00,-6.160e+00,3.2320,0.4290,-1.2880
3457,K00699.01,FALSE POSITIVE,5.414605360,1.7620000e-05,-1.7620000e-05,116.93,2.197e+01,-6.595e+01,2.9430,0.5530,-1.6600
3458,K00700.01,CONFIRMED,30.864365120,5.4010000e-05,-5.4010000e-05,2.23,2.800e-01,-1.000e-01,0.8280,0.1040,-0.0370
3459,K00700.02,CONFIRMED,9.360597050,2.3100000e-05,-2.3100000e-05,1.42,1.700e-01,-7.000e-02,0.8280,0.1040,-0.0370
3460,K00700.03,CONFIRMED,14.667229300,5.8020000e-05,-5.8020000e-05,1.21,1.500e-01,-5.000e-02,0.8280,0.1040,-0.0370
3461,K00700.04,CONFIRMED,68.160989700,4.5250000e-04,-4.5250000e-04,1.45,1.800e-01,-7.000e-02,0.8280,0.1040,-0.0370
3462,K00738.02,CONFIRMED,13.286899970,2.7750000e-05,-2.7750000e-05,2.78,2.200e-01,-1.300e-01,0.8700,0.0670,-0.0420
3463,K00739.01,CONFIRMED,1.287076693,1.2000000e-06,-1.2000000e-06,1.39,8.000e-02,-1.200e-01,0.5250,0.0300,-0.0450
3464,K04388.02,CANDIDATE,61.858947000,3.0990000e-03,-3.0990000e-03,2.47,6.900e-01,-1.500e+00,2.8170,0.7890,-1.7090
3465,K00740.01,CONFIRMED,17.671771400,5.3560000e-05,-5.3560000e-05,2.44,2.700e-01,-1.700e-01,0.6870,0.0750,-0.0480
3466,K00741.01,FALSE POSITIVE,23.355341391,2.8170000e-06,-2.8170000e-06,21.55,5.800e+00,-1.930e+00,0.9050,0.2440,-0.0810
3467,K00649.01,CONFIRMED,23.449704940,7.1930000e-05,-7.1930000e-05,2.71,4.900e-01,-4.100e-01,1.5240,0.2780,-0.2280
3468,K00102.01,CONFIRMED,1.735136190,2.8200000e-07,-2.8200000e-07,3.27,5.400e-01,-3.300e-01,1.0710,0.1770,-0.1090
3469,K00650.01,CONFIRMED,11.954745130,9.0540000e-06,-9.0540000e-06,5.15,1.370e+00,-2.230e+00,1.6570,0.4410,-0.7160
3470,K00651.01,FALSE POSITIVE,42.559306250,4.5510000e-05,-4.5510000e-05,5.45,7.900e-01,-3.200e-01,0.9240,0.1340,-0.0540
3471,K00652.01,CONFIRMED,16.080657264,8.0770000e-06,-8.0770000e-06,4.43,3.800e-01,-2.300e-01,0.8170,0.0690,-0.0440
3472,K00701.01,CONFIRMED,18.164073040,1.7620000e-05,-1.7620000e-05,1.98,1.200e-01,-8.000e-02,0.6620,0.0410,-0.0270
3473,K07521.02,FALSE POSITIVE,7.334073405,,,1.42,3.200e-01,-1.000e-01,0.7580,0.1700,-0.0570
3474,K00701.02,CONFIRMED,5.714896920,6.7560000e-06,-6.7560000e-06,1.33,8.000e-02,-6.000e-02,0.6620,0.0410,-0.0270
3475,K00701.03,CONFIRMED,122.385868100,5.0220000e-04,-5.0220000e-04,1.72,1.000e-01,-7.000e-02,0.6620,0.0410,-0.0270
3476,K00702.01,FALSE POSITIVE,1.274840187,5.0980000e-06,-5.0980000e-06,66.76,1.962e+01,-4.577e+01,2.8720,0.8440,-1.9690
3477,K00108.02,CONFIRMED,179.609803000,1.8230000e-04,-1.8230000e-04,5.47,3.400e-01,-2.800e-01,1.4330,0.0900,-0.0720
3478,K00703.01,FALSE POSITIVE,1.368617188,2.1460000e-06,-2.1460000e-06,1.84,5.600e-01,-5.100e-01,1.5840,0.4830,-0.4390
3479,K00653.01,FALSE POSITIVE,1.125963085,1.5310000e-06,-1.5310000e-06,1.41,2.400e-01,-1.500e-01,1.1160,0.1900,-0.1170
3480,K00654.01,CONFIRMED,8.594818510,2.5720000e-05,-2.5720000e-05,1.75,2.300e-01,-1.300e-01,0.9150,0.1220,-0.0710
3481,K00654.02,CONFIRMED,10.222156970,3.4340000e-05,-3.4340000e-05,1.72,2.300e-01,-1.300e-01,0.9150,0.1220,-0.0710
3482,K00655.01,CONFIRMED,25.672155900,5.3290000e-05,-5.3290000e-05,2.68,4.200e-01,-2.500e-01,1.1790,0.1870,-0.1090
3483,K00655.02,CONFIRMED,151.885188100,9.5640000e-04,-9.5640000e-04,2.47,3.900e-01,-2.300e-01,1.1790,0.1870,-0.1090
3484,K07544.02,FALSE POSITIVE,1.065731229,5.7400000e-07,-5.7400000e-07,384.26,7.263e+01,-2.179e+02,10.1050,1.9100,-5.7310
3485,K00704.01,CONFIRMED,18.396297440,2.9730000e-05,-2.9730000e-05,2.47,2.300e-01,-1.200e-01,0.8040,0.0770,-0.0380
3486,K00705.01,FALSE POSITIVE,1.012672041,4.3500000e-07,-4.3500000e-07,5.89,1.830e+00,-9.900e-01,1.3380,0.4160,-0.2240
3487,K00706.01,FALSE POSITIVE,28.714216138,4.2100000e-06,-4.2100000e-06,42.19,1.265e+01,-8.430e+00,1.4170,0.4250,-0.2830
3488,K00707.01,CONFIRMED,21.775681580,3.3270000e-05,-3.3270000e-05,4.76,7.200e-01,-1.170e+00,1.6940,0.2570,-0.4180
3489,K00707.02,CONFIRMED,41.028342400,1.4180000e-04,-1.4180000e-04,3.92,6.000e-01,-9.700e-01,1.6940,0.2570,-0.4180
3490,K04453.02,FALSE POSITIVE,0.834422820,1.1490000e-05,-1.1490000e-05,0.64,1.600e-01,-7.000e-02,0.8970,0.2310,-0.0930
3491,K00656.01,FALSE POSITIVE,1.906633332,2.2960000e-06,-2.2960000e-06,2.72,4.500e-01,-1.800e-01,1.2430,0.2060,-0.0830
3492,K00657.01,CONFIRMED,4.069425638,4.3360000e-06,-4.3360000e-06,1.53,1.100e-01,-4.000e-02,0.6800,0.0460,-0.0210
3493,K00102.02,CONFIRMED,4.068449570,1.2120000e-05,-1.2120000e-05,0.98,1.700e-01,-1.000e-01,1.0710,0.1770,-0.1090
3494,K00657.02,CONFIRMED,16.282476250,2.6840000e-05,-2.6840000e-05,1.88,1.300e-01,-5.000e-02,0.6800,0.0460,-0.0210
3495,K00658.01,CONFIRMED,3.162692075,3.0230000e-06,-3.0230000e-06,2.61,3.900e-01,-3.500e-01,1.0850,0.1600,-0.1460
3496,K00707.03,CONFIRMED,31.784815700,1.0060000e-04,-1.0060000e-04,3.55,5.400e-01,-8.700e-01,1.6940,0.2570,-0.4180
3497,K00707.04,CONFIRMED,13.175559990,3.6110000e-05,-3.6110000e-05,2.82,4.300e-01,-7.000e-01,1.6940,0.2570,-0.4180
3498,K00707.05,CONFIRMED,5.668158210,1.5660000e-05,-1.5660000e-05,1.85,2.800e-01,-4.600e-01,1.6940,0.2570,-0.4180
3499,K00708.01,CONFIRMED,17.406652160,3.3600000e-05,-3.3600000e-05,2.95,5.000e-01,-4.600e-01,1.2160,0.2070,-0.1880
3500,K04577.02,CANDIDATE,3.073651390,2.7960000e-05,-2.7960000e-05,0.79,2.300e-01,-6.000e-02,0.8310,0.2380,-0.0630
3501,K00109.01,FALSE POSITIVE,6.414964530,1.2520000e-05,-1.2520000e-05,25.79,5.270e+00,-5.280e+00,1.1830,0.2420,-0.2420
3502,K00658.02,CONFIRMED,5.370639542,6.6650000e-06,-6.6650000e-06,2.54,3.800e-01,-3.400e-01,1.0850,0.1600,-0.1460
3503,K00658.03,CONFIRMED,11.329770620,6.7730000e-05,-6.7730000e-05,1.37,2.100e-01,-1.800e-01,1.0850,0.1600,-0.1460
3504,K00659.01,CONFIRMED,23.205793530,6.0870000e-05,-6.0870000e-05,5.86,1.190e+00,-2.220e+00,3.2310,0.6590,-1.2240
3505,K00660.01,CONFIRMED,6.079720160,1.3980000e-05,-1.3980000e-05,2.32,4.100e-01,-5.500e-01,1.3460,0.2340,-0.3220
3506,K07621.01,CANDIDATE,275.073650000,3.9280000e-02,-3.9280000e-02,1.86,3.300e-01,-3.600e-01,1.1870,0.2070,-0.2300
3507,K00661.01,CONFIRMED,14.400904140,4.0430000e-05,-4.0430000e-05,2.71,4.000e-01,-4.500e-01,1.1980,0.1780,-0.1980
3508,K00708.02,CONFIRMED,7.693636270,2.0570000e-05,-2.0570000e-05,2.12,3.600e-01,-3.300e-01,1.2160,0.2070,-0.1880
3509,K00709.01,CONFIRMED,21.385158400,3.5790000e-05,-3.5790000e-05,2.17,1.800e-01,-1.500e-01,0.8250,0.0690,-0.0570
3510,K00710.01,CONFIRMED,5.374932890,1.2460000e-05,-1.2460000e-05,2.12,3.600e-01,-4.300e-01,1.6890,0.2810,-0.3430
3511,K00710.02,CONFIRMED,8.586009680,3.6100000e-05,-3.6100000e-05,1.84,3.000e-01,-3.800e-01,1.6890,0.2810,-0.3430
3512,K04622.02,CANDIDATE,4.501582490,3.4050000e-05,-3.4050000e-05,0.73,4.000e-02,-3.000e-02,0.5530,0.0310,-0.0220
3513,K00710.03,CONFIRMED,3.886888620,2.2660000e-05,-2.2660000e-05,1.29,2.200e-01,-2.600e-01,1.6890,0.2810,-0.3430
3514,K00603.01,FALSE POSITIVE,2.192009479,1.5280000e-06,-1.5280000e-06,35.90,8.300e+00,-6.760e+00,1.1250,0.2600,-0.2120
3515,K00604.01,FALSE POSITIVE,8.254912972,4.0610000e-06,-4.0610000e-06,11.86,2.000e+00,-1.340e+00,0.8350,0.1410,-0.0940
3516,K00605.01,CONFIRMED,2.628117322,1.7700000e-06,-1.7700000e-06,1.77,2.300e-01,-2.700e-01,0.5570,0.0710,-0.0870
3517,K00605.02,CANDIDATE,5.065468740,4.5250000e-05,-4.5250000e-05,0.62,8.000e-02,-1.000e-01,0.5570,0.0710,-0.0870
3518,K00606.01,FALSE POSITIVE,3.170626881,2.2720000e-06,-2.2720000e-06,14.37,4.590e+00,-1.960e+00,1.0340,0.3300,-0.1410
3519,K00607.01,CANDIDATE,5.893991420,1.1060000e-06,-1.1060000e-06,11.16,1.200e+00,-4.600e-01,0.8930,0.0960,-0.0370
3520,K00661.02,CONFIRMED,25.661381600,3.1780000e-04,-3.1780000e-04,1.78,2.700e-01,-2.900e-01,1.1980,0.1780,-0.1980
3521,K00662.01,CONFIRMED,10.214187920,2.0140000e-05,-2.0140000e-05,2.29,3.800e-01,-3.700e-01,1.3320,0.2180,-0.2180
3522,K00663.01,CONFIRMED,2.755637216,1.9090000e-06,-1.9090000e-06,1.37,8.000e-02,-7.000e-02,0.5530,0.0300,-0.0300
3523,K07622.01,FALSE POSITIVE,36.267167300,3.0390000e-04,-3.0390000e-04,1.50,1.000e-01,-1.500e-01,0.6200,0.0390,-0.0620
3524,K00103.01,CONFIRMED,14.910951770,1.2750000e-05,-1.2750000e-05,2.62,3.300e-01,-1.700e-01,0.8990,0.1140,-0.0570
3525,K00663.02,CONFIRMED,20.306528620,2.9510000e-05,-2.9510000e-05,1.58,9.000e-02,-8.000e-02,0.5530,0.0300,-0.0300
3526,K00711.01,CONFIRMED,44.699656300,1.1450000e-04,-1.1450000e-04,3.05,4.700e-01,-3.200e-01,1.0460,0.1610,-0.1110
3527,K00711.02,CONFIRMED,3.619309734,6.7540000e-06,-6.7540000e-06,1.47,2.300e-01,-1.500e-01,1.0460,0.1610,-0.1110
3528,K00711.03,CONFIRMED,124.524522400,5.5360000e-04,-5.5360000e-04,2.69,4.100e-01,-2.900e-01,1.0460,0.1610,-0.1110
3529,K04692.02,CANDIDATE,7.672084400,1.5540000e-04,-1.5540000e-04,0.72,2.000e-01,-5.000e-02,0.8070,0.2220,-0.0590
3530,K00712.01,FALSE POSITIVE,2.178150857,5.3670000e-06,-5.3670000e-06,1.11,2.700e-01,-1.000e-01,0.8360,0.2070,-0.0690
3531,K00713.01,FALSE POSITIVE,2.178150567,1.8250000e-06,-1.8250000e-06,34.19,1.140e+01,-4.880e+00,1.2540,0.4180,-0.1790
3532,K00608.01,FALSE POSITIVE,25.337090160,5.7960000e-05,-5.7960000e-05,3.47,2.700e-01,-3.100e-01,0.6350,0.0500,-0.0560
3533,K00609.01,FALSE POSITIVE,4.396999852,4.2250000e-06,-4.2250000e-06,13.57,3.910e+00,-2.600e+00,1.1560,0.3330,-0.2220
3534,K00610.01,CONFIRMED,14.282281470,2.8200000e-05,-2.8200000e-05,1.82,8.000e-02,-9.000e-02,0.5950,0.0280,-0.0280
3535,K00611.01,CANDIDATE,3.251659087,3.6600000e-07,-3.6600000e-07,9.83,3.040e+00,-1.210e+00,1.0870,0.3360,-0.1340
3536,K00008.01,FALSE POSITIVE,1.160152590,8.6800000e-07,-8.6800000e-07,1.40,2.000e-01,-1.200e-01,0.9850,0.1430,-0.0830
3537,K00094.04,CONFIRMED,3.743166733,5.6140000e-06,-5.6140000e-06,1.50,2.700e-01,-2.300e-01,1.3310,0.2430,-0.1990
3538,K00664.01,CONFIRMED,13.137477850,4.1250000e-05,-4.1250000e-05,1.85,2.900e-01,-2.700e-01,1.1430,0.1810,-0.1640
3539,K00664.02,CONFIRMED,7.781998620,3.7670000e-05,-3.7670000e-05,1.32,2.100e-01,-1.900e-01,1.1430,0.1810,-0.1640
3540,K07623.01,FALSE POSITIVE,2.222728900,2.4440000e-05,-2.4440000e-05,34.14,7.600e-01,-1.443e+01,20.8480,0.4640,-8.8110
3541,K00664.03,CONFIRMED,23.443374800,2.6870000e-04,-2.6870000e-04,1.29,2.100e-01,-1.800e-01,1.1430,0.1810,-0.1640
3542,K00665.01,CONFIRMED,5.868066282,6.9250000e-06,-6.9250000e-06,3.60,6.200e-01,-7.500e-01,1.5550,0.2650,-0.3240
3543,K00665.02,CONFIRMED,1.611890460,4.3010000e-06,-4.3010000e-06,1.72,2.900e-01,-3.600e-01,1.5550,0.2650,-0.3240
3544,K00110.01,CONFIRMED,9.940666412,6.9820000e-06,-6.9820000e-06,2.87,5.000e-01,-2.900e-01,1.2590,0.2190,-0.1280
3545,K00714.01,CONFIRMED,4.182001885,2.0140000e-06,-2.0140000e-06,2.46,2.600e-01,-1.000e-01,0.8650,0.0920,-0.0350
3546,K04700.02,CANDIDATE,66.477620000,1.1340000e-03,-1.1340000e-03,1.83,3.900e-01,-1.600e-01,0.7750,0.1640,-0.0700
3547,K00715.01,FALSE POSITIVE,1.621668852,1.3560000e-06,-1.3560000e-06,32.76,1.075e+01,-3.590e+00,0.9660,0.3170,-0.1060
3548,K00716.01,CANDIDATE,26.893161010,1.6220000e-05,-1.6220000e-05,6.78,2.140e+00,-7.200e-01,0.9080,0.2870,-0.0960
3549,K00717.01,CONFIRMED,14.707495120,3.6740000e-05,-3.6740000e-05,2.04,3.500e-01,-3.400e-01,1.2800,0.2170,-0.2170
3550,K00612.01,CONFIRMED,20.739894060,4.2800000e-05,-4.2800000e-05,2.11,1.500e-01,-1.100e-01,0.7700,0.0540,-0.0400
3551,K00612.02,CONFIRMED,47.427711600,1.2920000e-04,-1.2920000e-04,2.33,1.700e-01,-1.200e-01,0.7700,0.0540,-0.0400
3552,K00613.01,FALSE POSITIVE,5.074429510,3.6620000e-05,-3.6620000e-05,1.38,3.200e-01,-1.000e-01,0.8570,0.1980,-0.0620
3553,K00614.01,CONFIRMED,12.874712426,4.3800000e-06,-4.3800000e-06,11.26,1.970e+00,-1.970e+00,1.4240,0.2490,-0.2490
3554,K00615.01,FALSE POSITIVE,176.243294600,3.0590000e-04,-3.0590000e-04,48.15,8.220e+00,-1.005e+01,1.2310,0.2100,-0.2570
3555,K00665.03,CONFIRMED,3.071552840,1.2850000e-05,-1.2850000e-05,1.65,2.800e-01,-3.400e-01,1.5550,0.2650,-0.3240
3556,K00666.01,CONFIRMED,22.248146170,3.6610000e-05,-3.6610000e-05,2.72,4.100e-01,-1.300e-01,0.9430,0.1410,-0.0470
3557,K07636.01,CANDIDATE,0.702739679,4.6150000e-06,-4.6150000e-06,0.73,1.100e-01,-7.000e-02,0.8360,0.1200,-0.0870
3558,K00667.01,FALSE POSITIVE,4.305219002,1.7680000e-06,-1.7680000e-06,10.34,0.000e+00,0.000e+00,1.0000,,
3559,K00668.01,FALSE POSITIVE,13.779711352,1.4090000e-06,-1.4090000e-06,47.58,7.900e+00,-1.844e+01,2.9470,0.4890,-1.1420
3560,K00104.01,CONFIRMED,2.508057497,3.7800000e-07,-3.7800000e-07,3.25,1.600e-01,-1.200e-01,0.7610,0.0380,-0.0270
3561,K00669.01,FALSE POSITIVE,5.074377860,1.0950000e-05,-1.0950000e-05,23.71,6.240e+00,-2.690e+00,0.9190,0.2420,-0.1040
3562,K00717.02,CONFIRMED,0.900375925,3.3390000e-06,-3.3390000e-06,0.82,1.300e-01,-1.400e-01,1.2800,0.2170,-0.2170
3563,K00718.01,CONFIRMED,4.585466941,5.5800000e-06,-5.5800000e-06,3.29,5.400e-01,-7.100e-01,1.4950,0.2450,-0.3260
3564,K00718.02,CONFIRMED,22.714433510,5.0380000e-05,-5.0380000e-05,4.01,6.600e-01,-8.700e-01,1.4950,0.2450,-0.3260
3565,K00718.03,CONFIRMED,47.903427000,2.2210000e-04,-2.2210000e-04,3.55,5.900e-01,-7.700e-01,1.4950,0.2450,-0.3260
3566,K00719.01,CONFIRMED,9.034190783,6.3050000e-06,-6.3050000e-06,1.80,7.000e-02,-9.000e-02,0.6390,0.0250,-0.0320
3567,K00616.01,FALSE POSITIVE,1.433339604,2.1630000e-06,-2.1630000e-06,2.08,5.900e-01,-2.500e-01,0.9990,0.2800,-0.1200
3568,K00617.01,FALSE POSITIVE,37.865119040,1.5600000e-05,-1.5600000e-05,40.36,1.295e+01,-4.030e+00,0.9630,0.3090,-0.0960
3569,K00618.01,CONFIRMED,9.070981640,1.3140000e-05,-1.3140000e-05,2.94,8.300e-01,-2.800e-01,0.9290,0.2640,-0.0880
3570,K00619.01,FALSE POSITIVE,2.879243323,1.1930000e-06,-1.1930000e-06,21.02,6.130e+00,-2.040e+00,0.8850,0.2580,-0.0860
3571,K00620.01,CONFIRMED,45.155356330,2.4310000e-05,-2.4310000e-05,7.65,2.360e+00,-7.900e-01,0.9720,0.3000,-0.1000
3572,K00670.01,CONFIRMED,9.489655270,2.5090000e-05,-2.5090000e-05,2.16,3.500e-01,-3.400e-01,1.2040,0.1930,-0.1930
3573,K00671.01,CONFIRMED,4.228652170,1.0750000e-05,-1.0750000e-05,1.83,3.200e-01,-3.900e-01,1.4990,0.2620,-0.3210
3574,K07637.01,FALSE POSITIVE,2.858899070,2.6190000e-05,-2.6190000e-05,0.73,5.000e-02,-2.000e-02,0.7540,0.0550,-0.0230
3575,K00671.02,CONFIRMED,7.466620680,3.4110000e-05,-3.4110000e-05,1.65,2.900e-01,-3.500e-01,1.4990,0.2620,-0.3210
3576,K00671.03,CONFIRMED,16.259519670,9.8710000e-05,-9.8710000e-05,1.72,3.000e-01,-3.700e-01,1.4990,0.2620,-0.3210
3577,K00671.04,CONFIRMED,11.131790100,8.2700000e-05,-8.2700000e-05,1.47,2.600e-01,-3.100e-01,1.4990,0.2620,-0.3210
3578,K00719.02,CONFIRMED,28.122439300,1.3980000e-04,-1.3980000e-04,0.90,3.000e-02,-5.000e-02,0.6390,0.0250,-0.0320
3579,K00111.01,CONFIRMED,11.427550984,8.1500000e-06,-8.1500000e-06,2.35,3.200e-01,-2.700e-01,1.0050,0.1380,-0.1130
3580,K07631.01,FALSE POSITIVE,0.983304511,9.6620000e-06,-9.6620000e-06,1.10,3.200e-01,-1.400e-01,1.1980,0.3510,-0.1500
3581,K00719.03,CONFIRMED,45.902976800,1.6540000e-04,-1.6540000e-04,1.18,5.000e-02,-6.000e-02,0.6390,0.0250,-0.0320
3582,K00719.04,CONFIRMED,4.159816554,7.3100000e-06,-7.3100000e-06,0.86,3.000e-02,-4.000e-02,0.6390,0.0250,-0.0320
3583,K00720.01,CONFIRMED,5.690591630,1.1020000e-05,-1.1020000e-05,3.10,2.300e-01,-1.700e-01,0.8100,0.0600,-0.0440
3584,K00097.01,CONFIRMED,4.885488596,2.6600000e-07,-2.6600000e-07,16.66,1.040e+00,-7.000e-01,1.9090,0.1200,-0.0800
3585,K00620.02,CONFIRMED,130.178029620,7.6290000e-05,-7.6290000e-05,10.44,3.220e+00,-1.070e+00,0.9720,0.3000,-0.1000
3586,K00620.03,CONFIRMED,85.316200400,2.2830000e-04,-2.2830000e-04,6.34,1.960e+00,-6.500e-01,0.9720,0.3000,-0.1000
3587,K00621.01,CANDIDATE,17.761998411,1.7940000e-06,-1.7940000e-06,14.25,1.390e+00,-1.250e+00,0.6690,0.0650,-0.0590
3588,K00622.01,CANDIDATE,155.042265000,4.0070000e-04,-4.0070000e-04,26.44,4.230e+00,-5.180e+00,3.3220,0.5320,-0.6500
3589,K00623.01,CONFIRMED,10.349732760,2.9510000e-05,-2.9510000e-05,1.44,4.000e-02,-5.000e-02,1.1090,0.0360,-0.0400
3590,K00672.01,CONFIRMED,16.087862460,2.4740000e-05,-2.4740000e-05,2.56,3.100e-01,-2.100e-01,0.9140,0.1110,-0.0740
3591,K07638.01,CANDIDATE,25.003202300,2.6480000e-04,-2.6480000e-04,1.47,3.300e-01,-3.800e-01,1.6850,0.3850,-0.4280
3592,K00672.02,CONFIRMED,41.749386130,6.6220000e-05,-6.6220000e-05,2.94,3.500e-01,-2.400e-01,0.9140,0.1110,-0.0740
3593,K00672.03,FALSE POSITIVE,0.566800810,6.3200000e-07,-6.3200000e-07,1.02,1.200e-01,-9.000e-02,0.9140,0.1110,-0.0740
3594,K00673.01,CONFIRMED,4.417462570,1.9200000e-05,-1.9200000e-05,3.95,8.400e-01,-1.250e+00,2.2970,0.4850,-0.7270
3595,K00105.01,CONFIRMED,8.981014925,3.0850000e-06,-3.0850000e-06,3.14,4.300e-01,-4.800e-01,0.9670,0.1330,-0.1470
3596,K00674.01,CONFIRMED,16.338880670,1.8820000e-05,-1.8820000e-05,10.47,1.100e+00,-8.000e-01,2.5950,0.2730,-0.1980
3597,K07632.01,FALSE POSITIVE,39.130708600,7.4930000e-04,-7.4930000e-04,1.54,5.200e-01,-2.100e-01,1.0800,0.3640,-0.1450
3598,K00720.02,CONFIRMED,10.041572140,3.1280000e-05,-3.1280000e-05,2.97,2.200e-01,-1.600e-01,0.8100,0.0600,-0.0440
3599,K00720.03,CONFIRMED,18.369746580,8.5640000e-05,-8.5640000e-05,3.58,2.600e-01,-2.000e-01,0.8100,0.0600,-0.0440
3600,K00720.04,CONFIRMED,2.795900040,1.4110000e-05,-1.4110000e-05,1.66,1.200e-01,-9.000e-02,0.8100,0.0600,-0.0440
3601,K00721.01,CONFIRMED,13.724627020,4.9170000e-05,-4.9170000e-05,2.13,3.200e-01,-3.200e-01,1.1710,0.1780,-0.1780
3602,K00722.01,CONFIRMED,46.406260000,1.7010000e-04,-1.7010000e-04,2.66,4.700e-01,-3.900e-01,1.2270,0.2200,-0.1800
3603,K07634.01,CANDIDATE,80.840690000,4.6230000e-03,-4.6230000e-03,15.11,3.130e+00,-5.820e+00,1.5970,0.3310,-0.6150
3604,K00623.02,CONFIRMED,15.677501910,5.7850000e-05,-5.7850000e-05,1.42,5.000e-02,-5.000e-02,1.1090,0.0360,-0.0400
3605,K00623.03,CONFIRMED,5.599315430,1.4240000e-05,-1.4240000e-05,1.22,4.000e-02,-4.000e-02,1.1090,0.0360,-0.0400
3606,K00623.04,CONFIRMED,25.210014600,2.0370000e-04,-2.0370000e-04,0.95,4.000e-02,-3.000e-02,1.1090,0.0360,-0.0400
3607,K00624.01,CONFIRMED,17.790016780,3.2030000e-05,-3.2030000e-05,2.70,3.600e-01,-1.900e-01,0.9270,0.1220,-0.0660
3608,K00624.02,CONFIRMED,49.567408500,1.8670000e-04,-1.8670000e-04,2.91,3.800e-01,-2.100e-01,0.9270,0.1220,-0.0660
3609,K00098.01,CONFIRMED,6.790120801,1.9050000e-06,-1.9050000e-06,9.86,7.200e-01,-3.600e-01,2.0010,0.1460,-0.0730
3610,K00675.01,FALSE POSITIVE,1.655467295,2.1730000e-06,-2.1730000e-06,2.17,1.600e-01,-1.800e-01,0.6950,0.0490,-0.0600
3611,K00676.01,CONFIRMED,7.972510087,3.6520000e-06,-3.6520000e-06,3.22,1.900e-01,-2.100e-01,0.5330,0.0320,-0.0350
3612,K00676.02,CONFIRMED,2.453236139,9.9100000e-07,-9.9100000e-07,2.26,1.400e-01,-1.400e-01,0.5330,0.0320,-0.0350
3613,K00677.01,FALSE POSITIVE,11.971062600,2.4070000e-05,-2.4070000e-05,5.84,1.650e+00,-1.830e+00,1.4640,0.4160,-0.4570
3614,K00678.01,CONFIRMED,6.040462200,3.1330000e-05,-3.1330000e-05,1.30,1.100e-01,-5.000e-02,0.8250,0.0680,-0.0340
3615,K00678.02,CONFIRMED,4.138528250,1.7560000e-05,-1.7560000e-05,1.30,1.000e-01,-6.000e-02,0.8250,0.0680,-0.0340
3616,K00723.01,CONFIRMED,3.936993144,4.4570000e-06,-4.4570000e-06,3.36,7.400e-01,-2.500e-01,0.8430,0.1860,-0.0620
3617,K00723.02,CONFIRMED,28.081859820,6.9720000e-05,-6.9720000e-05,3.63,8.000e-01,-2.700e-01,0.8430,0.1860,-0.0620
3618,K00111.02,CONFIRMED,23.668346350,3.0030000e-05,-3.0030000e-05,2.32,3.100e-01,-2.600e-01,1.0050,0.1380,-0.1130
3619,K00723.03,CONFIRMED,10.088810660,1.1770000e-05,-1.1770000e-05,4.71,1.040e+00,-3.500e-01,0.8430,0.1860,-0.0620
3620,K07635.01,CANDIDATE,60.458443000,1.8000000e-03,-1.8000000e-03,1.59,4.600e-01,-3.100e-01,1.1810,0.3450,-0.2300
3621,K00724.01,FALSE POSITIVE,6.971069190,1.8410000e-05,-1.8410000e-05,2.07,5.700e-01,-2.000e-01,0.9830,0.2700,-0.0960
3622,K00624.03,CONFIRMED,1.311842968,2.0210000e-06,-2.0210000e-06,1.43,1.900e-01,-1.000e-01,0.9270,0.1220,-0.0660
3623,K00625.01,FALSE POSITIVE,38.138530990,7.7800000e-05,-7.7800000e-05,68.75,1.652e+01,-3.069e+01,2.3430,0.5630,-1.0460
3624,K00626.01,CONFIRMED,14.586498560,2.8490000e-05,-2.8490000e-05,2.45,3.900e-01,-3.900e-01,1.1910,0.1890,-0.1890
3625,K00626.02,CANDIDATE,8.029201800,8.2950000e-05,-8.2950000e-05,0.99,1.600e-01,-1.600e-01,1.1910,0.1890,-0.1890
3626,K07639.01,FALSE POSITIVE,1.055692860,2.1460000e-05,-2.1460000e-05,0.45,4.000e-02,-4.000e-02,0.7510,0.0720,-0.0720
3627,K00627.01,CONFIRMED,7.751927550,1.0670000e-05,-1.0670000e-05,1.89,2.600e-01,-9.000e-02,0.9120,0.1270,-0.0420
3628,K00679.01,CONFIRMED,31.804759910,9.0450000e-05,-9.0450000e-05,2.99,4.700e-01,-5.700e-01,1.3560,0.2120,-0.2590
